   0.00    0.00 
   0.98    0.17 
   2.95    0.52 
   6.89    1.21 
  10.83    1.91 
  14.77    2.60 
  18.71    3.30 
  22.64    4.01 
  26.58    4.71 
  30.51    5.42 
  34.44    6.13 
  38.37    6.84 
  42.31    7.56 
  46.24    8.27 
  50.17    8.99 
  54.09    9.71 
  58.02   10.44 
  61.95   11.16 
  65.87   11.89 
  69.80   12.63 
  73.72   13.36 
  77.65   14.10 
  81.57   14.84 
  85.49   15.58 
  89.41   16.32 
  93.33   17.07 
  97.25   17.81 
 101.17   18.57 
 105.08   19.32 
 109.00   20.08 
 112.91   20.83 
 116.83   21.59 
 120.74   22.36 
 124.65   23.12 
 128.56   23.89 
 132.47   24.66 
 136.38   25.43 
 140.29   26.21 
 144.20   26.99 
 148.11   27.77 
 152.01   28.55 
 155.92   29.33 
 159.82   30.12 
 163.72   30.91 
 167.62   31.70 
 171.52   32.50 
 175.42   33.29 
 179.32   34.09 
 183.22   34.89 
 187.12   35.70 
 191.01   36.50 
 194.91   37.31 
 198.80   38.12 
 202.69   38.94 
 206.59   39.75 
 210.48   40.57 
 214.37   41.39 
 218.26   42.22 
 222.14   43.04 
 226.03   43.87 
 229.92   44.70 
 233.80   45.53 
 237.69   46.37 
 241.57   47.20 
 245.45   48.04 
 249.33   48.89 
 253.21   49.73 
 257.09   50.58 
 260.97   51.43 
 264.84   52.28 
 268.72   53.13 
 272.59   53.99 
 276.47   54.85 
 280.34   55.71 
 284.21   56.57 
 288.08   57.44 
 291.95   58.31 
 295.82   59.18 
 297.11   59.47 
 297.97   59.66 
 298.54   59.79 
 298.92   59.88 
 299.18   59.94 
 299.35   59.97 
 299.46   60.00 
 299.46   60.00 
 299.47   60.00 
 299.47   60.00 
 299.47   60.00 
 299.47   60.00 
 299.47   60.00 
 299.47   60.00 
 299.47   60.00 
 299.48   60.00 
 299.48   60.00 
 299.50   60.01 
 299.54   60.02 
 299.61   60.03 
 299.75   60.06 
 300.03   60.13 
 300.60   60.26 
 301.73   60.51 
 303.99   61.02 
 308.51   62.05 
 313.02   63.08 
 317.54   64.11 
 319.05   64.46 
 320.05   64.69 
 322.06   65.15 
 324.06   65.61 
 328.07   66.54 
 332.08   67.46 
 336.09   68.39 
 340.10   69.33 
 341.44   69.64 
 342.33   69.85 
 342.92   69.98 
 344.11   70.26 
 346.48   70.82 
 351.23   71.93 
 355.97   73.05 
 360.71   74.17 
 362.30   74.54 
 363.35   74.79 
 364.05   74.96 
 365.46   75.29 
 366.86   75.62 
 369.67   76.29 
 375.29   77.63 
 380.90   78.97 
 382.77   79.42 
 384.02   79.72 
 384.85   79.92 
 385.40   80.06 
 385.96   80.19 
 387.06   80.46 
 389.28   80.99 
 393.71   82.06 
 398.14   83.14 
 399.62   83.50 
 402.57   84.21 
 405.52   84.93 
 405.85   85.01 
 406.17   85.09 
 406.83   85.25 
 408.14   85.57 
 409.45   85.89 
 410.76   86.21 
 412.07   86.53 
 413.38   86.85 
 414.70   87.17 
 416.01   87.49 
 417.32   87.81 
 418.63   88.13 
 419.94   88.45 
 421.25   88.76 
 422.56   89.08 
 423.87   89.40 
 425.18   89.71 
 425.61   89.82 
 425.90   89.89 
 426.10   89.93 
 426.23   89.96 
 426.48   90.03 
 426.74   90.09 
 427.26   90.21 
 428.29   90.46 
 430.36   90.95 
 432.43   91.44 
 434.50   91.92 
 436.57   92.40 
 438.64   92.87 
 440.70   93.34 
 442.77   93.80 
 444.84   94.25 
 446.90   94.70 
 447.59   94.85 
 448.05   94.95 
 448.36   95.01 
 448.66   95.08 
 449.27   95.21 
 450.50   95.47 
 451.72   95.72 
 452.95   95.97 
 454.17   96.22 
 455.39   96.47 
 456.62   96.71 
 457.84   96.96 
 460.29   97.43 
 462.74   97.89 
 463.55   98.05 
 465.18   98.35 
 466.81   98.64 
 468.44   98.94 
 470.07   99.22 
 471.70   99.51 
 473.33   99.79 
 473.88   99.88 
 474.24   99.94 
 474.48   99.98 
 474.64  100.01 
 474.80  100.03 
 475.12  100.09 
 475.77  100.19 
 477.06  100.41 
 479.63  100.83 
 482.21  101.24 
 484.78  101.64 
 487.36  102.04 
 489.93  102.42 
 492.50  102.81 
 495.08  103.18 
 497.65  103.56 
 500.22  103.92 
 502.80  104.29 
 505.37  104.65 
 507.08  104.88 
 507.46  104.94 
 507.72  104.97 
 507.89  105.00 
 508.23  105.04 
 508.56  105.09 
 509.24  105.18 
 510.60  105.37 
 511.95  105.55 
 513.31  105.74 
 514.66  105.92 
 516.02  106.11 
 517.37  106.29 
 518.72  106.48 
 520.08  106.66 
 521.43  106.84 
 522.79  107.03 
 524.14  107.21 
 525.49  107.39 
 526.85  107.58 
 528.20  107.76 
 529.56  107.94 
 530.91  108.13 
 532.26  108.31 
 533.62  108.49 
 534.97  108.68 
 536.32  108.86 
 537.68  109.05 
 539.03  109.23 
 540.38  109.42 
 541.74  109.60 
 544.44  109.98 
 545.35  110.10 
 546.25  110.23 
 548.05  110.48 
 551.66  110.98 
 555.27  111.49 
 558.87  112.00 
 562.48  112.51 
 566.08  113.03 
 569.69  113.55 
 573.29  114.08 
 576.90  114.61 
 578.10  114.79 
 578.90  114.91 
 579.43  114.99 
 580.50  115.14 
 581.57  115.30 
 583.70  115.62 
 587.97  116.27 
 592.24  116.92 
 596.51  117.57 
 600.78  118.23 
 605.04  118.89 
 609.31  119.56 
 610.73  119.78 
 611.68  119.93 
 612.31  120.03 
 612.94  120.13 
 614.21  120.33 
 616.73  120.73 
 619.26  121.13 
 621.79  121.53 
 624.31  121.93 
 626.84  122.33 
 629.36  122.74 
 631.89  123.14 
 634.41  123.54 
 636.94  123.94 
 641.99  124.75 
 642.55  124.84 
 642.92  124.90 
 643.67  125.02 
 644.42  125.14 
 645.91  125.38 
 648.90  125.85 
 651.89  126.33 
 654.88  126.80 
 657.87  127.28 
 660.86  127.75 
 663.85  128.22 
 666.84  128.69 
 669.83  129.16 
 672.82  129.63 
 673.81  129.79 
 674.48  129.89 
 674.92  129.96 
 675.21  130.00 
 675.51  130.05 
 676.10  130.14 
 677.28  130.33 
 679.64  130.70 
 684.36  131.43 
 689.08  132.16 
 693.79  132.90 
 698.51  133.62 
 703.23  134.35 
 704.80  134.59 
 705.84  134.75 
 706.54  134.86 
 707.01  134.93 
 707.32  134.98 
 707.94  135.08 
 708.56  135.17 
 709.80  135.36 
 712.28  135.74 
 717.25  136.50 
 722.21  137.26 
 727.18  138.01 
 732.14  138.77 
 737.10  139.51 
 738.75  139.76 
 739.86  139.93 
 740.59  140.04 
 741.33  140.15 
 742.80  140.37 
 745.73  140.81 
 748.67  141.25 
 751.61  141.69 
 754.55  142.12 
 757.49  142.56 
 760.42  142.99 
 763.36  143.43 
 766.30  143.86 
 769.23  144.29 
 772.17  144.72 
 773.15  144.86 
 775.10  145.15 
 777.06  145.43 
 780.98  146.00 
 784.89  146.56 
 788.80  147.13 
 792.71  147.69 
 796.62  148.24 
 800.53  148.80 
 804.44  149.35 
 808.35  149.90 
 809.66  150.08 
 810.96  150.27 
 813.57  150.63 
 818.78  151.35 
 823.99  152.07 
 829.20  152.78 
 834.41  153.49 
 839.61  154.19 
 844.82  154.89 
 850.03  155.58 
 855.23  156.26 
 860.44  156.94 
 865.64  157.61 
 870.84  158.27 
 876.04  158.93 
 881.25  159.58 
 882.98  159.79 
 884.14  159.93 
 884.91  160.03 
 885.68  160.12 
 887.22  160.31 
 890.30  160.69 
 893.38  161.06 
 896.46  161.43 
 899.54  161.80 
 902.62  162.17 
 905.70  162.53 
 908.78  162.89 
 911.86  163.24 
 914.94  163.60 
 918.02  163.95 
 921.10  164.29 
 924.18  164.64 
 927.26  164.98 
 930.34  165.31 
 933.42  165.65 
 936.49  165.98 
 939.57  166.30 
 942.65  166.63 
 945.73  166.95 
 948.81  167.26 
 951.88  167.57 
 954.96  167.88 
 958.04  168.19 
 961.11  168.49 
 964.19  168.78 
 967.27  169.08 
 970.34  169.36 
 973.42  169.65 
 976.50  169.93 
 976.84  169.96 
 977.52  170.02 
 978.21  170.08 
 979.57  170.20 
 982.31  170.45 
 985.04  170.68 
 987.78  170.92 
 990.51  171.15 
 993.24  171.38 
 995.98  171.60 
 998.71  171.82 
1001.44  172.04 
1004.18  172.25 
1006.91  172.46 
1009.64  172.66 
1012.38  172.86 
1015.11  173.06 
1017.85  173.25 
1020.58  173.44 
1023.31  173.63 
1026.05  173.81 
1028.78  173.98 
1031.51  174.15 
1034.24  174.32 
1036.98  174.48 
1039.71  174.64 
1042.44  174.79 
1045.18  174.93 
1046.09  174.98 
1046.70  175.01 
1047.30  175.04 
1048.52  175.11 
1050.95  175.23 
1053.38  175.34 
1055.81  175.46 
1058.24  175.56 
1060.67  175.67 
1063.10  175.77 
1065.53  175.86 
1067.95  175.95 
1070.38  176.04 
1072.81  176.12 
1075.24  176.20 
1077.67  176.28 
1080.10  176.35 
1082.53  176.41 
1084.96  176.47 
1087.39  176.53 
1089.82  176.58 
1092.25  176.63 
1094.68  176.67 
1097.12  176.71 
1099.55  176.74 
1101.98  176.77 
1104.41  176.80 
1106.84  176.82 
1109.27  176.83 
1110.08  176.84 
1111.70  176.84 
1113.32  176.85 
1114.94  176.85 
1115.48  176.85 
1116.56  176.85 
1117.64  176.85 
1118.72  176.85 
1119.80  176.85 
1120.88  176.85 
1121.96  176.84 
1123.05  176.84 
1124.13  176.83 
1126.29  176.82 
1128.45  176.80 
1130.61  176.78 
1132.77  176.76 
1134.93  176.73 
1137.10  176.70 
1139.26  176.67 
1141.42  176.63 
1143.58  176.59 
1145.75  176.54 
1147.91  176.50 
1150.07  176.45 
1152.23  176.39 
1154.40  176.34 
1156.56  176.28 
1158.72  176.21 
1160.89  176.15 
1163.05  176.08 
1165.21  176.00 
1167.38  175.93 
1169.54  175.85 
1171.70  175.77 
1173.87  175.68 
1176.03  175.60 
1178.20  175.51 
1180.36  175.41 
1182.53  175.32 
1184.69  175.22 
1186.86  175.12 
1189.02  175.02 
1191.19  174.91 
1193.35  174.80 
1195.52  174.69 
1197.68  174.58 
1199.85  174.46 
1202.01  174.34 
1204.18  174.22 
1206.35  174.10 
1208.51  173.97 
1210.68  173.84 
1212.85  173.71 
1215.01  173.58 
1217.18  173.44 
1219.35  173.31 
1221.51  173.17 
1223.68  173.03 
1225.85  172.88 
1228.02  172.74 
1230.19  172.59 
1232.35  172.44 
1234.52  172.29 
1236.69  172.14 
1241.03  171.82 
1245.37  171.50 
1249.71  171.18 
1254.05  170.84 
1258.39  170.50 
1262.73  170.16 
1264.17  170.04 
1265.14  169.96 
1266.10  169.88 
1268.03  169.72 
1271.89  169.40 
1275.76  169.08 
1279.62  168.75 
1283.48  168.41 
1287.34  168.08 
1291.21  167.73 
1295.07  167.39 
1298.93  167.04 
1302.80  166.68 
1306.66  166.32 
1310.53  165.96 
1314.40  165.59 
1318.27  165.22 
1319.56  165.10 
1320.41  165.02 
1322.13  164.85 
1323.85  164.69 
1327.29  164.35 
1330.73  164.01 
1334.17  163.67 
1337.61  163.33 
1341.05  162.98 
1344.50  162.64 
1347.94  162.29 
1351.38  161.94 
1354.82  161.58 
1358.27  161.23 
1361.71  160.87 
1365.16  160.51 
1368.60  160.15 
1369.75  160.03 
1372.05  159.78 
1374.35  159.54 
1378.94  159.05 
1383.54  158.56 
1388.14  158.07 
1392.74  157.57 
1397.33  157.07 
1401.93  156.57 
1406.54  156.06 
1411.14  155.55 
1415.74  155.04 
1420.35  154.53 
1424.95  154.02 
1429.56  153.50 
1434.16  152.98 
1438.77  152.46 
1443.38  151.94 
1447.99  151.42 
1452.60  150.89 
1457.21  150.37 
1458.75  150.19 
1461.83  149.84 
1464.90  149.49 
1467.98  149.13 
1471.05  148.78 
1474.13  148.43 
1477.21  148.07 
1480.29  147.72 
1483.36  147.36 
1486.44  147.00 
1489.52  146.65 
1492.60  146.29 
1495.68  145.93 
1498.76  145.58 
1501.84  145.22 
1502.87  145.10 
1504.92  144.86 
1506.98  144.62 
1511.09  144.14 
1515.20  143.66 
1519.31  143.18 
1523.42  142.70 
1527.53  142.22 
1531.64  141.74 
1535.76  141.26 
1539.87  140.77 
1543.99  140.29 
1545.36  140.13 
1546.27  140.02 
1548.10  139.81 
1549.93  139.60 
1553.59  139.17 
1557.25  138.74 
1560.91  138.31 
1564.57  137.88 
1568.24  137.45 
1571.90  137.02 
1575.56  136.59 
1579.23  136.16 
1582.89  135.73 
1586.55  135.30 
1587.78  135.16 
1588.59  135.06 
1589.13  135.00 
1589.68  134.93 
1590.76  134.81 
1592.94  134.55 
1597.28  134.04 
1601.63  133.54 
1605.97  133.03 
1610.32  132.52 
1614.67  132.01 
1619.02  131.51 
1623.37  131.00 
1627.72  130.49 
1629.17  130.33 
1630.14  130.21 
1630.79  130.14 
1631.22  130.09 
1631.50  130.06 
1632.08  129.99 
1632.65  129.92 
1633.79  129.79 
1636.09  129.52 
1640.67  128.99 
1645.26  128.45 
1649.85  127.92 
1654.44  127.39 
1659.03  126.85 
1663.62  126.32 
1668.21  125.78 
1672.81  125.25 
1674.34  125.07 
1675.36  124.95 
1676.38  124.83 
1678.42  124.59 
1682.50  124.12 
1686.59  123.65 
1690.68  123.17 
1694.76  122.70 
1698.85  122.23 
1702.94  121.76 
1707.03  121.30 
1711.12  120.83 
1715.21  120.37 
1716.57  120.22 
1717.48  120.12 
1718.08  120.05 
1718.49  120.00 
1719.30  119.91 
1720.10  119.82 
1721.72  119.64 
1724.95  119.29 
1728.19  118.93 
1731.42  118.57 
1734.65  118.22 
1737.89  117.87 
1741.12  117.52 
1744.36  117.18 
1747.60  116.83 
1750.83  116.49 
1754.07  116.16 
1757.31  115.82 
1760.54  115.49 
1763.78  115.16 
1764.86  115.05 
1767.02  114.83 
1769.18  114.61 
1773.50  114.19 
1777.82  113.76 
1782.14  113.34 
1786.46  112.93 
1790.78  112.52 
1795.10  112.11 
1799.42  111.71 
1803.75  111.31 
1808.07  110.92 
1812.40  110.53 
1816.72  110.15 
1818.16  110.02 
1819.13  109.94 
1820.09  109.86 
1822.01  109.69 
1825.86  109.35 
1829.70  109.02 
1833.55  108.70 
1837.40  108.37 
1841.25  108.05 
1845.09  107.73 
1848.94  107.41 
1852.79  107.09 
1856.64  106.78 
1860.49  106.46 
1864.35  106.15 
1868.20  105.83 
1872.05  105.52 
1875.90  105.21 
1877.19  105.11 
1878.04  105.04 
1878.61  104.99 
1879.18  104.94 
1880.33  104.85 
1882.61  104.66 
1884.89  104.48 
1887.18  104.29 
1889.46  104.11 
1891.74  103.92 
1894.03  103.73 
1896.31  103.54 
1898.60  103.35 
1900.88  103.16 
1903.17  102.97 
1905.45  102.78 
1907.74  102.59 
