15.50   3647.22
16.00   3543.32
16.50   3489.55
17.00   3449.60
17.50   3417.42
18.00   3389.68
18.50   3365.46
19.00   3343.64
19.50   3114.33
19.50   3241.93
19.50   3253.45
19.50   3323.57
20.00   3116.03
20.00   3223.97
20.00   3250.26
20.00   3305.20
20.50   3118.47
20.50   3208.99
20.50   3245.66
20.50   3287.89
21.00   3121.47
21.00   3195.36
21.00   3241.83
21.00   3271.81
21.50   3124.96
21.50   3181.57
21.50   3240.86
21.50   3254.36
22.00   3130.50
22.00   3167.60
